ssnum,name,manager,dept,salary,numfriends
687,Jenelle Johns,628,,51133.56,4
688,Helyn Johns,621,,59234.85,7
689,Ezell Johns,656,,149160.05,0
690,Pollie Johns,610,,95850.93,5
691,Horacio Johns,91,,55019.74,39
692,Sybil Johns,138,,111365.88,13
693,Efrem Johns,325,,138822.71,49
694,Jarrod Johns,568,,146303.46,37
695,Roland Johns,685,,144457.04,37
696,Lincoln Johns,202,,45685.99,15
697,Kindra Johns,432,,143365.38,14
698,Lex Johns,106,,96175.91,23
699,Consuelo Johns,487,,125872.09,33
700,Helaine Johns,637,,32320.0,1
701,Tula Johns,93,,119252.4,18
702,Brandan Johns,456,,132141.32,16
703,Betty Johns,70,,80774.04,34
704,Zina Johns,181,,37847.3,3
705,Tess Johns,11,,61050.04,38
706,Thorwald Johns,243,,141857.33,35
707,Teena Johns,468,,109613.05,50
708,Katherin Johns,147,,73331.98,32
709,Tyrel Johns,512,,57378.88,4
710,Jules Johns,535,,85012.97,46
711,Leonore Johns,119,,88657.16,23
712,Romello Johns,212,,136482.28,20
713,Deanna Johns,688,,42696.67,23
714,Mikalah Johns,93,,138470.83,15
715,Matteo Johns,91,,38983.27,10
716,Reina Johns,558,,118563.06,17
717,Florencio Johns,126,,149102.48,10
718,Kyleigh Johns,283,,119933.82,6
719,Kavon Johns,47,,135600.83,37
720,Jerica Johns,442,,97935.95,7
721,Velvet Johns,350,,32708.5,43
722,Heaven Johns,497,TechDept5,77230.77,43
723,Maribeth Johns,76,,141187.12,32
724,Mychal Johns,264,,141221.73,22
725,Hyrum Johns,67,TechDept1,111287.11,33
726,Susie Johns,641,,139633.78,28
727,Jalisa Johns,717,TechDept1,46941.11,37
728,Godfrey Johns,727,,59735.18,17
729,Garold Johns,30,,70235.9,24
730,Leatha Johns,290,,55753.29,30
731,Miguel Johns,154,,119979.95,29
732,Lucindy Johns,358,,143091.92,9
733,Harlon Johns,6,,130776.48,11
734,Geneva Johns,183,,56857.37,29
735,Kacie Johns,309,,104148.87,9
736,Yolonda Johns,201,,41930.81,5
737,Meyer Johns,16,,96201.84,9
738,Miesha Johns,300,,50491.09,29
739,Nelda Johns,282,,142872.98,8
740,Giovani Johns,414,,87288.49,46
741,Dayna Johns,724,TechDept5,49067.72,49
742,Jett Johns,337,TechDept3,106343.68,33
743,Sharlene Johns,191,,81187.0,41
744,Buddy Johns,245,,115669.07,35
745,Nanie Johns,333,,44429.79,11
746,Edmund Johns,184,,30819.63,18
747,Mykel Johns,686,,59384.63,47
748,Granville Johns,126,,76536.25,42
749,Leonie Johns,526,,127914.12,7
750,Tamisha Johns,527,,52711.91,34
751,Watt Johns,687,,128647.99,31
752,Hardy Johns,518,,37817.73,41
753,Hillard Johns,455,,66723.19,4
754,Meaghan Johns,124,,48400.4,11
755,Samatha Johns,702,,120102.58,1
756,Kelsea Johns,356,,126633.88,4
757,Aidan Johns,220,,117893.72,8
758,Maymie Johns,254,,125666.12,24
759,Trilby Johns,165,,54453.86,23
760,Lakisha Johns,687,,50239.88,23
761,Loyal Johns,401,,73994.37,41
762,Sylas Johns,121,,128754.56,33
763,Allisson Johns,640,,46717.11,30
764,Douglass Johns,131,,78998.59,20
765,Orvel Johns,383,,139907.16,29
766,Maud Johns,334,,110760.62,14
767,Dorsey Johns,530,,149145.71,7
768,Addison Johns,118,,93779.03,3
769,Osborn Johns,451,,128658.92,14
770,Alecia Johns,668,,37634.16,37
771,Charlotta Johns,191,,95651.2,40
772,Phil Johns,21,,140850.22,49
773,Yehuda Johns,22,,144000.82,13
774,Cheyenne Johns,102,,124859.53,12
775,Elvira Johns,122,,109755.89,43
776,Brianne Johns,495,,33750.77,45
777,Rhea Johns,537,TechDept5,77361.85,26
778,Dillan Johns,187,,145918.23,31
779,Jaimie Johns,699,,67147.48,22
780,Larissa Johns,329,,107491.87,45
781,Jeffrey Johns,255,,121527.73,7
782,Hale Johns,539,,112148.53,6
783,Ashlee Johns,582,,64464.89,17
784,Jazmin Johns,545,,102851.97,30
785,Alby Johns,348,,35703.15,48
786,Tyrus Johns,350,,149613.21,40
787,Christel Johns,551,,79664.49,29
788,York Johns,638,,98959.27,47
789,Jeremey Johns,285,,63924.72,18
790,Lyla Johns,718,,136544.09,20
791,Anika Johns,231,,79171.6,22
792,Dwain Johns,80,,39860.7,5
793,Shamar Johns,584,,112885.12,23
794,Marquise Johns,403,,55255.15,40
795,Kinley Johns,293,,117835.32,9
796,Vilma Johns,45,,94883.27,34
797,Alwine Johns,597,,36497.42,3
798,Fleda Johns,436,,59081.9,38
799,Rufus Johns,56,,36636.18,23
800,Kristopher Johns,212,,84227.28,17
801,Jill Johns,386,,96381.77,3
802,Alisha Johns,707,,40349.46,38
803,Tyrin Johns,518,,41286.74,0
804,Wilfrid Johns,361,,131120.43,24
805,Mariam Johns,414,,68508.52,17
806,Stacy Johns,356,,126110.76,32
807,Chuck Johns,690,,90290.5,41
808,Vonda Johns,528,,80904.63,5
809,Orion Johns,662,,137403.43,20
810,Karly Johns,795,TechDept5,55832.34,27
811,Carie Johns,445,,126477.79,22
812,Kaylee Johns,315,,76800.33,41
813,Russell Johns,224,,108072.52,50
814,Arno Johns,27,TechDept9,62062.86,19
815,Katarina Johns,17,,63138.03,5
816,Irl Johns,509,,76542.07,35
817,Finley Johns,583,,140863.89,23
818,Guillermo Johns,347,,95649.03,16
819,Affie Johns,256,,92742.14,8
820,Valencia Johns,756,,118242.54,48
821,Vlasta Johns,559,,112772.27,42
822,Booker Johns,784,,107392.91,25
823,Brigid Johns,293,,129727.93,35
824,Tamie Johns,780,,132058.06,46
825,Collis Johns,18,TechDept1,114882.02,18
826,Evertt Johns,148,,101382.8,10
827,Yesenia Johns,7,,54635.12,17
828,Lavonne Johns,505,,42349.51,46
829,Alpheus Johns,113,,94295.43,31
830,Clifford Johns,537,,133902.84,50
831,Cathie Johns,218,,131778.63,27
832,Star Johns,446,,69916.28,32
833,Kisha Johns,107,,136566.15,34
834,Ina Johns,555,TechDept9,89269.29,15
835,Kareen Johns,364,,86730.61,43
836,Zenas Johns,607,,88121.34,16
837,Buena Johns,824,,94136.45,47
838,Adin Johns,582,,76643.02,19
839,Yahaira Johns,814,,63127.68,35
840,Kalyn Johns,544,,68380.72,44
841,Flora Johns,44,,136303.09,1
842,Tyesha Johns,508,,137296.56,6
843,Manilla Johns,285,TechDept6,135967.6,50
844,Michele Johns,4,,53581.4,44
845,Anthoney Johns,199,,124209.95,33
846,Fenton Johns,335,,42795.02,11
847,Olene Johns,728,,96526.84,8
848,Marianita Johns,430,,104396.31,38
849,Francina Johns,255,,126905.48,1
850,Araminta Johns,548,,123468.73,12
851,Novella Johns,280,,86022.54,44
852,Assunta Johns,146,TechDept8,89229.39,21
853,Cyndi Johns,731,TechDept8,35662.09,31
854,Hervey Johns,692,,134193.83,28
855,Ras Johns,89,TechDept5,51589.1,19
856,Okey Johns,530,,104477.73,35
857,Lovett Johns,791,,130243.57,11
858,Johana Johns,779,,65110.46,15
859,Jaylah Johns,529,,54781.77,50
860,Elzy Johns,196,TechDept7,135260.65,22
861,Jim Johns,591,TechDept3,39431.53,28
862,Adyson Johns,788,,44343.09,36
863,Thornton Johns,688,,130660.75,20
864,Pinkie Johns,678,,125749.83,23
865,Louetta Johns,857,TechDept0,43643.97,42
866,Linwood Johns,185,,90516.19,9
867,Mikel Johns,200,,113804.21,48
868,Hilda Johns,221,,100115.06,7
869,Josephus Johns,560,,68954.08,19
870,Mell Johns,31,,131380.01,12
871,Michael Johns,678,,109735.21,5
872,Jan Johns,375,,92898.85,11
873,Simona Johns,790,,54440.12,0
874,Tressie Johns,833,TechDept9,62541.72,3
875,Aaliyah Johns,602,,74297.28,33
876,Christine Johns,458,,71784.75,31
877,Cydney Johns,235,TechDept9,72027.36,0
878,Campbell Johns,535,,138079.29,8
879,Maybell Johns,212,,57591.83,42
880,Dayne Johns,393,,138788.35,49
881,Hallie Johns,522,,59535.55,41
882,Micah Johns,60,,96576.59,1
883,Jerel Johns,75,,68997.33,50
884,Simmie Johns,264,,106879.45,2
885,Tarah Johns,154,,107205.13,50
886,Edwin Johns,720,,89501.81,16
887,Eddy Johns,695,,128011.2,5
888,Zeb Johns,254,,144095.03,41
889,Mercy Johns,573,,91920.92,9
890,Palmer Johns,661,,82434.08,37
891,Mikala Johns,874,TechDept4,99262.98,10
892,Tina Johns,884,,145378.56,38
893,Jennifer Johns,557,,95990.76,8
894,Brock Johns,24,,71128.86,49
895,Cecile Johns,217,,59735.8,2
896,Joi Johns,200,,142715.53,21
897,Brooklyn Johns,864,,47126.17,15
898,Lakeshia Johns,799,TechDept9,74065.12,9
899,Wilkie Johns,525,,124742.58,43
900,Cicero Johns,754,,91056.66,35
901,Cash Johns,860,,88660.18,23
902,Tatianna Johns,442,TechDept7,34278.68,43
903,Bernardo Johns,521,,90449.77,8
904,Kelsi Johns,475,,143303.47,18
905,Susana Johns,80,,136632.53,46
906,Gretta Johns,99,,117578.68,3
907,Phyliss Johns,340,,85022.45,48
908,Jere Johns,101,,131059.42,0
909,Blanche Johns,596,,86993.2,7
910,Cullen Johns,798,,71839.48,40
911,Zavier Johns,596,,61740.59,15
912,Leila Johns,200,,111658.53,39
913,Loring Johns,765,,86718.01,39
914,Fonda Johns,355,,136222.86,32
915,Denis Johns,334,,61159.58,38
916,Jax Johns,795,,43322.24,50
917,Fulton Johns,384,,79162.28,40
918,Judi Johns,189,,42090.03,17
919,Durrell Johns,198,,73012.98,8
920,Lainey Johns,754,,129773.78,0
921,Tyrone Johns,643,,56466.56,10
922,Laken Johns,240,,46064.88,20
923,Jordyn Johns,535,TechDept5,137034.6,21
924,Lester Johns,670,,68584.37,33
925,Julian Johns,763,,53087.31,14
926,Jailyn Johns,25,TechDept2,104095.57,25
927,Yosef Johns,172,,62642.11,13
928,Dallas Johns,147,,54191.32,16
929,Georgia Johns,216,,59591.31,15
930,Keesha Johns,287,,100325.2,17
931,Raina Johns,241,,37809.72,29
932,Dakotah Johns,100,,104626.98,45
933,Forrest Johns,598,,135549.67,26
934,Maegan Johns,834,,115465.79,42
935,Fernand Johns,607,,49706.01,28
936,Alissa Johns,775,,83640.17,0
937,Ermine Johns,442,,64743.93,32
938,Hannah Johns,857,,45483.03,6
939,Jammie Johns,164,,96075.24,0
940,Samir Johns,455,,128271.8,28
941,Ruthe Johns,285,,126465.84,24
942,Chantal Johns,401,,95008.17,24
943,Ryley Johns,462,,122286.08,17
944,Simone Johns,91,,72370.46,38
945,Fern Johns,545,,119288.42,30
946,Leisha Johns,255,,76852.46,50
947,Juliana Johns,802,,94499.29,47
948,Adelaide Johns,339,,109382.74,38
949,Kordell Johns,786,,30858.67,37
950,Virgie Johns,506,,109190.34,0
951,Malakai Johns,218,,48919.25,22
952,Shiela Johns,282,,117643.36,23
953,Spencer Johns,362,,60201.32,45
954,Harmon Johns,685,TechDept3,62028.85,19
955,Jenna Johns,144,,137143.9,17
956,Tremaine Johns,671,,41950.09,42
957,Stella Johns,619,,65128.41,41
958,Jerri Johns,562,,66703.5,22
959,Mae Johns,871,,105570.53,46
960,Nolan Johns,295,,94758.79,34
961,Clem Johns,378,,112809.94,11
962,Bethel Johns,490,,143454.0,9
963,Irine Johns,745,,80011.32,2
964,Isobel Johns,341,,122665.64,9
965,Esker Johns,715,TechDept0,41049.07,25
966,Eliseo Johns,425,,148336.97,27
967,Teagan Johns,136,,59564.54,16
968,Antwan Johns,635,,90646.57,41
969,Soledad Johns,733,,94533.15,37
970,Conner Johns,22,,134916.42,48
971,Devan Johns,971,,146512.79,14
972,Arline Johns,725,,58042.51,7
973,Elizebeth Johns,774,,39645.96,29
974,Robley Johns,957,,35946.52,34
975,Braxton Johns,345,,81267.09,9
976,Venita Johns,891,,132269.62,0
977,Mertie Johns,640,,33420.83,6
978,Geri Johns,564,,110718.89,44
979,Jamel Johns,604,,116489.34,26
980,Sky Johns,527,,47200.28,8
981,Davin Johns,485,,128374.4,22
982,Evelena Johns,219,,113421.89,39
983,Lillianna Johns,915,,65444.49,28
984,Alexus Johns,180,,133757.1,24
985,Jena Johns,935,,86372.33,13
986,Milissa Johns,943,,73923.09,15
987,Marcellus Johns,502,TechDept2,36267.39,43
988,Lavelle Johns,122,,45025.33,43
989,Alvera Johns,839,,109686.23,9
990,Lessie Johns,19,,52545.14,40
991,Alene Johns,215,,130628.3,37
992,Carisa Johns,788,,75059.35,4
993,Sarai Johns,990,,129613.44,7
994,Yolanda Johns,606,,110654.92,16
995,Dortha Johns,639,,52733.57,20
996,Abb Johns,427,,113579.39,44
997,Aili Johns,139,,147359.73,47
998,Author Johns,961,,131075.28,13
999,Evander Johns,767,,83373.31,22
1000,Dorathea Johns,176,,45829.56,46
1001,Konner Johns,169,,122991.64,49
1002,Miner Johns,130,,38891.43,30
1003,Zebulon Johns,589,TechDept5,46548.54,3
1004,Myrtis Johns,432,,77725.73,17
1005,Alexina Johns,496,,103089.02,30
1006,Phillis Johns,5,,42396.27,45
1007,Argie Johns,459,,101771.48,27
1008,Inga Johns,762,,142190.03,23
1009,Toney Johns,744,,119337.75,3
1010,Maximus Johns,822,,96769.24,0
1011,Jerrad Johns,180,,38417.85,19
1012,Lilliana Johns,825,,123227.52,11
1013,Giles Johns,279,,98438.75,50
1014,Doreen Johns,738,,103877.89,50
1015,Lollie Johns,941,,86911.45,10
1016,Harriett Johns,470,,121585.6,48
1017,Derald Johns,188,,105083.24,2
1018,Heidy Johns,849,,125273.96,11
1019,Isadore Johns,413,,30858.7,38
1020,Delina Johns,465,,132475.94,24
1021,Enrique Johns,629,TechDept7,105081.69,14
1022,Kaaren Johns,545,,144517.44,27
1023,Makhi Johns,81,,70597.13,6
1024,Manda Johns,856,,57033.96,19
1025,Edmond Johns,974,,78625.41,17
1026,Kira Johns,353,,40035.64,46
1027,Mercer Johns,4,,45110.67,3
1028,Avery Johns,20,,52536.95,5
1029,Marquita Johns,596,,31550.08,22
1030,Rachael Johns,117,,104795.84,33
1031,Thomas Johns,87,,44048.73,50
1032,Mel Johns,468,,49850.66,7
1033,Olympia Johns,939,,85477.42,38
1034,Jacque Johns,529,,134860.04,30
1035,Sunshine Johns,377,,79723.52,43
1036,Rosco Johns,886,,93411.83,8
1037,Janiah Johns,633,,84072.57,45
1038,Aubrie Johns,443,,108981.83,28
1039,Destiny Johns,866,,80885.1,50
1040,Jensen Johns,690,,49535.12,0
1041,Paola Johns,367,,67441.44,4
1042,Oney Johns,637,,78726.57,24
1043,Maebell Johns,827,,74860.93,48
1044,Sampson Johns,323,,70397.73,18
1045,Oland Johns,167,,61114.92,47
1046,Jasiah Johns,729,,67250.77,43
1047,Loney Johns,248,,132458.9,25
1048,Melodee Johns,305,,126519.53,38
1049,Jed Johns,86,,132795.81,36
1050,Vicky Johns,833,,129543.04,11
1051,Zavion Johns,900,,102064.72,22
1052,Timmothy Johns,44,,44690.85,9
1053,Dwyane Johns,811,,149483.01,15
1054,Alfreda Johns,864,TechDept8,105697.29,40
1055,Doshie Johns,86,,50345.86,37
1056,Louisiana Johns,108,,126288.41,35
1057,Vicy Johns,963,,86989.1,31
1058,Yurem Johns,1008,,66030.41,49
1059,Kathleen Johns,371,TechDept6,40635.54,27
1060,Elna Johns,725,,58797.26,47
1061,Flor Johns,664,,111484.63,33
1062,Ione Johns,710,,40830.86,13
1063,Marcelina Johns,999,,46359.37,21
1064,Taya Johns,416,,43895.51,35
1065,Humberto Johns,950,,47629.75,44
1066,Evalyn Johns,369,,129515.29,1
1067,Auguste Johns,125,,43867.73,15
1068,Kelton Johns,273,,71167.36,7
1069,Maury Johns,555,,110160.24,37
1070,Nigel Johns,972,,147799.11,18
1071,Daria Johns,82,,73632.69,9
1072,Isa Johns,676,,106960.84,19
1073,Tanika Johns,716,,131568.63,3
1074,Del Johns,969,,91238.39,9
1075,Dillion Johns,226,,129114.54,50
1076,Melina Johns,564,,58566.67,2
1077,Arta Johns,368,,92611.66,31
1078,Lorenzo Johns,838,,115440.28,7
1079,Juli Johns,472,,115905.2,8
1080,Murry Johns,884,,137416.64,5
1081,Elroy Johns,409,,134575.08,1
1082,Desmond Johns,38,,52020.25,24
1083,Elida Johns,12,,141572.48,49
1084,Lanita Johns,478,,52954.7,19
1085,Bryan Johns,988,,105654.46,17
1086,Lela Johns,958,,89657.99,46
1087,Regis Johns,634,,36027.8,35
1088,Daijah Johns,686,,70975.05,0
1089,Shelton Johns,643,,107861.65,44
1090,Nova Johns,554,,46542.03,30
1091,Corine Johns,151,,40267.56,18
1092,Jelani Johns,521,,31761.42,30
1093,Bambi Johns,1053,,30001.96,22
1094,Ernie Johns,795,,76169.15,10
1095,Ulises Johns,305,,136805.95,37
1096,Deforest Johns,160,,71414.84,13
1097,Marina Johns,1038,,56360.23,25
1098,Whit Johns,662,,47108.24,4
1099,Lera Johns,169,,37716.75,25
1100,Elmer Johns,143,,139231.46,44
1101,Berdie Johns,656,,82610.79,16
1102,Vivienne Johns,468,,98083.63,4
1103,Brant Johns,1032,,143017.31,8
1104,Estelle Johns,776,,98693.63,4
1105,Takisha Johns,231,,59443.39,31
1106,Wilton Johns,1006,,34552.2,43
1107,Lelah Johns,548,,58868.58,44
1108,Pernell Johns,317,,141648.82,50
1109,Coley Johns,743,TechDept5,76553.78,31
1110,Georgeann Johns,727,,44641.4,13
1111,Fawn Johns,734,,119954.43,36
1112,Braulio Johns,336,,89691.93,18
1113,Otto Johns,499,,131717.36,45
1114,Jonathon Johns,236,,48816.19,19
1115,Pearl Johns,801,,66552.72,48
1116,Cristen Johns,221,,143941.9,29
1117,Adriane Johns,429,,72635.42,33
1118,Brook Johns,656,,110996.41,45
1119,Deana Johns,381,,101333.63,28
1120,Lupe Johns,1064,,31839.79,49
1121,Harriet Johns,740,TechDept5,106221.32,8
1122,Nery Johns,779,TechDept9,144339.21,25
1123,Adella Johns,386,,144102.99,19
1124,Byron Johns,881,,84750.71,20
1125,Ludwig Johns,325,,99981.48,42
1126,Clarabelle Johns,169,,118236.73,27
1127,Cleda Johns,484,,99711.81,47
1128,Zaida Johns,130,,48046.76,39
1129,Joel Johns,276,,105663.66,16
1130,Estela Johns,691,,35142.05,42
1131,Denice Johns,1081,,70709.41,18
1132,Christian Johns,990,TechDept2,58765.56,35
1133,Syreeta Johns,792,,80589.97,49
1134,Chauncey Johns,153,,77362.2,50
1135,Domingo Johns,227,,146827.44,45
1136,Shakira Johns,226,,112116.89,23
1137,Davis Johns,1086,,44739.77,29
1138,Kristyn Johns,700,,63881.54,24
1139,Geoff Johns,315,,99299.18,24
1140,Trevon Johns,699,,141494.56,41
1141,Caesar Johns,44,,59254.06,16
1142,Avis Johns,103,TechDept3,111427.04,1
1143,Fiona Johns,285,,117997.81,2
1144,Darien Johns,357,TechDept1,107776.96,15
1145,Thedore Johns,897,,112239.83,39
1146,Greggory Johns,501,,127571.07,40
1147,Ethelyn Johns,605,,100150.04,45
1148,Georgette Johns,1145,,133027.76,3
1149,Alannah Johns,147,,120720.24,28
1150,Tricia Johns,1148,,103470.51,34
1151,Levy Johns,766,,112922.5,39
1152,Keely Johns,742,,102726.87,29
1153,Harley Johns,570,,52094.72,9
1154,Devonta Johns,272,,144147.3,35
1155,Angie Johns,23,,59673.34,34
1156,Isreal Johns,445,,52115.91,15
1157,Vinie Johns,505,TechDept0,72824.23,47
1158,Juan Johns,1108,,113520.28,39
1159,Roxanna Johns,625,,82560.11,12
1160,Emmitt Johns,201,,77551.55,22
1161,Jason Johns,118,,132360.39,21
1162,Giada Johns,173,,123041.79,11
1163,Manie Johns,503,,51500.19,44
1164,Gennaro Johns,451,,120465.97,44
1165,Meg Johns,496,,91739.32,15
1166,Marc Johns,163,,109464.59,17
1167,Milagros Johns,466,TechDept5,119117.76,47
1168,Treyton Johns,918,,114530.46,26
1169,Vessie Johns,508,,49517.54,22
1170,Ronan Johns,1027,,97024.57,49
1171,Arnold Johns,954,,133872.42,16
1172,Neveah Johns,329,,74237.82,16
1173,Alexandre Johns,206,,141372.38,22
1174,Wendi Johns,116,,61267.65,26
1175,Mitchell Johns,416,,133598.69,9
1176,Alejandro Johns,256,,139206.85,33
1177,Redmond Johns,1018,,76569.9,42
1178,Raelynn Johns,632,,62106.67,24
1179,Blanchard Johns,1058,,129666.57,8
1180,Dominick Johns,858,,65095.93,17
1181,Zola Johns,831,,78682.55,19
1182,Hardie Johns,960,,103983.83,39
1183,Leala Johns,62,TechDept5,30933.12,41
1184,Rollo Johns,1150,,34256.28,43
1185,Jadiel Johns,371,,149463.25,37
1186,Romaine Johns,231,,78664.91,41
1187,Cayden Johns,28,,96527.63,32
1188,Ciarra Johns,522,,69686.9,5
1189,Iola Johns,40,,48321.38,3
1190,Kayli Johns,960,TechDept1,105639.99,18
1191,Yoselin Johns,589,TechDept8,50070.43,47
1192,Hernan Johns,1059,,85026.08,48
1193,Wilhelm Johns,88,,60453.05,13
1194,Masako Johns,654,,105232.6,42
1195,Amir Johns,670,,146497.66,11
1196,Eleanore Johns,1189,,58262.39,41
1197,Sara Johns,858,,58017.67,22
1198,Margaret Johns,40,,83742.48,29
1199,Carlo Johns,694,,80531.16,36
1200,Joycelyn Johns,185,,129031.7,42
1201,Margarete Johns,1116,,132630.34,40
1202,Soren Johns,1193,,134045.11,3
1203,Lyndon Johns,695,,145059.0,20
1204,Jake Johns,559,,98539.22,43
1205,Laney Johns,207,,142640.14,44
1206,Grafton Johns,1054,,53003.26,20
1207,Merlyn Johns,252,,129062.39,31
1208,Leitha Johns,738,,96813.2,7
1209,Madyson Johns,445,,91903.63,50
1210,Rishi Johns,310,,141329.96,35
1211,Gardner Johns,633,,96814.48,46
1212,Lorrayne Johns,1209,,43392.67,19
1213,Tiny Johns,345,TechDept6,124967.78,13
1214,Omarion Johns,1074,,41012.74,27
1215,Hall Johns,391,TechDept0,149172.87,30
1216,Desiree Johns,401,,85094.91,21
1217,Aditya Johns,348,,80221.7,24
1218,Yael Johns,1109,,95068.14,48
1219,Elmire Johns,830,,132837.07,45
1220,Joanna Johns,453,,33500.75,14
1221,Hymen Johns,931,,58215.95,36
1222,Cheryll Johns,15,TechDept5,121931.43,20
1223,Reubin Johns,246,,109496.18,36
1224,Archer Johns,22,TechDept0,95684.34,45
1225,Houston Johns,107,,76196.46,42
1226,Kailyn Johns,1149,TechDept5,52302.85,0
1227,Jamiya Johns,332,,125512.32,31
1228,Verda Johns,1157,,119725.86,37
1229,Joslyn Johns,209,,61368.32,47
1230,Keanu Johns,1042,,33268.45,7
1231,Racquel Johns,654,,65666.48,38
1232,Mace Johns,122,,108160.27,46
1233,Gifford Johns,984,,80003.17,26
1234,Grove Johns,728,,115509.21,33
1235,Kolby Johns,1204,,41545.35,50
1236,Elle Johns,1177,TechDept1,143285.62,6
1237,Alabama Johns,1182,,116123.18,46
1238,Karen Johns,270,TechDept2,99455.44,34
1239,Alzina Johns,797,,119031.25,24
1240,Adalynn Johns,427,,51837.32,13
1241,Allena Johns,1088,,31324.03,4
1242,Stefanie Johns,1027,,121865.85,1
1243,Florence Johns,728,,123603.09,48
1244,Nathaly Johns,22,TechDept1,56981.24,49
1245,Berry Johns,747,,139953.59,19
1246,Eric Johns,1059,TechDept7,82722.6,41
1247,Jillian Johns,552,,51319.89,32
1248,Retta Johns,1090,,147077.84,49
1249,Paityn Johns,243,,86719.44,10
1250,Nyah Johns,799,TechDept2,89272.62,1
1251,Shiloh Johns,651,,36681.62,10
1252,Glenn Johns,975,TechDept1,80596.05,45
1253,Ilene Johns,263,,48108.76,48
1254,Nikhil Johns,1100,,49672.7,12
1255,Kadeem Johns,1005,,79035.45,1
1256,Buster Johns,1086,,60731.66,38
1257,Khloe Johns,1186,TechDept3,106251.07,24
1258,Davie Johns,232,,57848.16,29
