ssnum,name,course,grade
717,Elnora Fay,Biology,1.02
718,Marlo Fay,Math,1.3
719,Mozelle Fay,Physics,3.55
720,Levy Fay,Physics,4.1
721,Isaiah Fay,Computer Science,3.99
722,Frank Fay,Math,1.41
723,Francis Fay,Computer Science,4.79
724,Joelle Fay,Biology,3.75
725,Chace Fay,Biology,4.5
726,Orvil Fay,Biology,3.41
727,Davion Fay,Biology,2.67
728,Cayden Fay,Chemistry,4.17
729,Scotty Fay,Chemistry,1.27
730,Daxton Fay,Math,2.87
731,Ishmael Fay,Chemistry,1.19
732,Damaris Fay,Computer Science,2.64
733,Antonio Fay,Biology,2.0
734,Consuelo Fay,Biology,4.37
735,Merilyn Fay,Physics,3.46
736,Eliga Fay,Chemistry,2.47
737,Germaine Fay,Math,1.72
738,Marcia Fay,Physics,4.19
739,Kylie Fay,Chemistry,1.09
740,Shafter Fay,Computer Science,1.94
741,Clemmie Fay,Biology,2.04
742,Elizebeth Fay,Physics,1.78
743,Ciera Fay,Computer Science,1.57
744,Gilda Fay,Physics,2.83
745,Meghan Fay,Chemistry,1.85
746,Elgie Fay,Physics,3.58
747,Aldona Fay,Chemistry,4.86
748,Linnie Fay,Physics,4.47
749,Giuseppe Fay,Computer Science,3.94
750,Connor Fay,Math,4.93
751,Julianne Fay,Biology,1.84
752,Janiyah Fay,Physics,2.14
753,Shirleyann Fay,Physics,2.03
754,Zilpah Fay,Computer Science,3.4
755,Bird Fay,Biology,4.73
756,Clarnce Fay,Math,4.83
757,Mason Fay,Computer Science,3.93
758,Chasity Fay,Math,3.46
759,Bryanna Fay,Biology,4.31
760,Laney Fay,Biology,4.45
761,Ariane Fay,Biology,4.37
762,Marilynn Fay,Biology,3.69
763,Katheryn Fay,Computer Science,2.43
764,Rodrick Fay,Physics,1.02
765,Madden Fay,Physics,4.59
766,Jayda Fay,Computer Science,2.99
767,Beverlee Fay,Math,1.98
768,Corwin Fay,Chemistry,1.5
769,Hart Fay,Physics,2.15
770,Sarita Fay,Math,3.89
771,Doretha Fay,Physics,3.86
772,Shaylee Fay,Biology,2.03
773,Kurt Fay,Chemistry,4.05
774,Georgina Fay,Biology,4.73
775,Hoyt Fay,Chemistry,3.59
776,Genevieve Fay,Computer Science,2.5
777,Zakary Fay,Computer Science,4.31
778,Nathaniel Fay,Math,4.31
779,Male Fay,Chemistry,3.5
780,Janell Fay,Chemistry,3.01
781,Merlyn Fay,Chemistry,1.38
782,Bliss Fay,Physics,3.4
783,Marshal Fay,Physics,4.87
784,Margie Fay,Chemistry,2.48
785,Tanesha Fay,Physics,3.43
786,Rosey Fay,Computer Science,4.31
787,Benjamin Fay,Physics,2.74
788,Cristobal Fay,Physics,3.34
789,Barbra Fay,Physics,3.73
790,Kelley Fay,Physics,1.51
791,Sheena Fay,Physics,2.35
792,Aubrie Fay,Physics,3.74
793,Leafy Fay,Physics,1.77
794,Beatrice Fay,Chemistry,4.4
795,Cordie Fay,Physics,4.55
796,Urijah Fay,Computer Science,2.99
797,Adriel Fay,Chemistry,2.12
798,Estela Fay,Computer Science,1.12
799,Sampson Fay,Math,1.51
800,Kelly Fay,Physics,3.52
801,Conard Fay,Computer Science,1.94
802,Imogene Fay,Math,3.77
803,Bob Fay,Biology,2.04
804,Eathel Fay,Physics,1.01
805,Martell Fay,Physics,2.77
806,Somer Fay,Math,2.15
807,Myra Fay,Computer Science,4.4
808,Tallie Fay,Computer Science,4.44
809,Gustaf Fay,Computer Science,2.2
810,Barney Fay,Chemistry,3.57
811,Tiarra Fay,Computer Science,4.62
812,Walker Fay,Physics,2.28
813,Prentice Fay,Chemistry,4.55
814,Anneliese Fay,Physics,3.61
815,Oneta Fay,Biology,1.08
816,Anika Fay,Math,1.84
817,Mortimer Fay,Biology,1.84
818,Joyce Fay,Biology,1.51
819,Johney Fay,Chemistry,3.43
820,Mikaila Fay,Math,2.08
821,Nena Fay,Math,2.42
822,Frazier Fay,Chemistry,3.03
823,Cordella Fay,Computer Science,4.79
824,Jerrie Fay,Physics,3.61
825,Yolanda Fay,Computer Science,3.81
826,Alta Fay,Chemistry,4.2
827,Maybell Fay,Physics,3.8
828,Herbert Fay,Physics,1.45
829,Zachery Fay,Biology,2.41
830,Almira Fay,Physics,1.67
831,Maddison Fay,Math,4.6
832,Misael Fay,Computer Science,4.9
833,Baron Fay,Chemistry,1.06
834,Reason Fay,Physics,3.4
835,Areli Fay,Biology,1.59
836,Trinidad Fay,Computer Science,2.51
837,Kati Fay,Physics,3.47
838,Adrianna Fay,Biology,1.95
839,Mazie Fay,Chemistry,1.14
840,Luann Fay,Math,4.6
841,Vergil Fay,Biology,1.31
842,Heriberto Fay,Computer Science,4.75
843,Rae Fay,Chemistry,4.84
844,Luis Fay,Physics,2.78
845,Tory Fay,Chemistry,4.53
846,Esequiel Fay,Chemistry,2.25
847,Braylon Fay,Chemistry,1.56
848,Corbett Fay,Biology,1.62
849,Gil Fay,Chemistry,3.73
850,Abril Fay,Computer Science,4.13
851,Ezzard Fay,Biology,2.28
852,Clevie Fay,Chemistry,4.05
853,Hughie Fay,Physics,4.79
854,Antwan Fay,Physics,1.47
855,Gasper Fay,Computer Science,3.01
856,Kamari Fay,Physics,1.68
857,Sam Fay,Chemistry,3.08
858,Tania Fay,Chemistry,1.6
859,Porter Fay,Computer Science,2.29
860,Corry Fay,Physics,1.39
861,Tod Fay,Biology,2.47
862,Ty Fay,Biology,4.64
863,Ursula Fay,Math,3.61
864,Josue Fay,Physics,4.91
865,Rylan Fay,Physics,4.2
866,Eva Fay,Computer Science,4.99
867,Santos Fay,Math,3.95
868,Cannie Fay,Chemistry,1.17
869,Mearl Fay,Math,2.87
870,Laura Fay,Math,3.12
871,Ebb Fay,Physics,4.93
872,Laurence Fay,Chemistry,4.03
873,Roderic Fay,Biology,3.61
874,Assunta Fay,Biology,1.83
875,Ragna Fay,Biology,1.38
876,Amari Fay,Biology,1.68
877,Alwine Fay,Chemistry,1.95
878,Jase Fay,Biology,4.18
879,Sylvan Fay,Computer Science,2.67
880,Melba Fay,Math,4.46
881,Manly Fay,Math,1.34
882,Marry Fay,Chemistry,1.69
883,Reta Fay,Biology,2.4
884,Machelle Fay,Chemistry,1.6
885,Hester Fay,Math,1.75
886,Parlee Fay,Math,1.39
887,Marland Fay,Physics,3.63
888,Buford Fay,Math,3.51
889,Billye Fay,Computer Science,3.79
890,Flo Fay,Chemistry,3.58
891,Arvin Fay,Computer Science,2.16
892,Fredrick Fay,Computer Science,3.09
893,Layne Fay,Physics,1.64
894,Mayra Fay,Chemistry,2.55
895,Eryn Fay,Chemistry,1.11
896,Orin Fay,Math,4.18
897,Shaniqua Fay,Math,2.32
898,Alvis Fay,Physics,4.8
899,Tierra Fay,Computer Science,1.77
900,Ethelbert Fay,Chemistry,2.6
901,Job Fay,Biology,1.22
902,Giovani Fay,Physics,2.52
903,Addison Fay,Physics,2.68
904,Demi Fay,Computer Science,2.57
905,Landan Fay,Computer Science,4.63
906,Jaeda Fay,Physics,2.16
907,Traci Fay,Chemistry,3.77
908,Berenice Fay,Chemistry,1.8
909,Mafalda Fay,Physics,1.38
910,Lorna Fay,Physics,4.73
911,Ernesto Fay,Computer Science,4.28
912,Yolonda Fay,Physics,4.26
913,Zelda Fay,Chemistry,1.07
914,Foster Fay,Computer Science,4.6
915,Sharla Fay,Biology,1.68
916,Mahlon Fay,Physics,4.36
917,Emmie Fay,Chemistry,1.78
918,Curley Fay,Computer Science,2.11
919,Geraldo Fay,Chemistry,4.15
920,Arlen Fay,Biology,3.89
921,Grady Fay,Computer Science,2.49
922,Leigh Fay,Chemistry,4.77
923,Maryellen Fay,Biology,3.09
924,Maymie Fay,Math,1.49
925,Glenwood Fay,Math,4.05
926,Dola Fay,Chemistry,1.64
927,Faith Fay,Math,2.15
928,Norita Fay,Math,2.15
929,Kobe Fay,Biology,4.87
930,Kayden Fay,Physics,4.68
931,Liberty Fay,Computer Science,3.86
932,Deann Fay,Computer Science,4.87
933,Desmond Fay,Math,3.37
934,Delta Fay,Chemistry,1.16
935,Claudine Fay,Computer Science,1.34
936,Gay Fay,Biology,1.67
937,Renee Fay,Computer Science,2.23
938,Sherman Fay,Chemistry,3.57
939,Colon Fay,Physics,1.24
940,Sterling Fay,Physics,2.51
941,Rondal Fay,Chemistry,1.41
942,Millard Fay,Computer Science,2.76
943,Albion Fay,Math,1.73
944,Leighton Fay,Chemistry,3.64
945,Westley Fay,Computer Science,1.68
946,Nellie Fay,Computer Science,2.39
947,Rodolfo Fay,Chemistry,4.56
948,Foy Fay,Chemistry,1.38
949,Latifah Fay,Chemistry,1.6
950,Reed Fay,Chemistry,1.03
951,Aydan Fay,Math,3.9
952,Mervyn Fay,Biology,2.53
953,Latoyia Fay,Biology,3.98
954,Efren Fay,Computer Science,1.15
955,Miguel Fay,Computer Science,2.3
956,Alferd Fay,Chemistry,1.7
957,Aloys Fay,Physics,3.88
958,Edie Fay,Computer Science,1.67
959,Milford Fay,Math,2.92
960,Tami Fay,Physics,2.3
961,Rinda Fay,Math,3.08
962,Chaka Fay,Biology,3.41
963,Menachem Fay,Physics,2.59
964,Alpha Fay,Computer Science,2.2
965,Alex Fay,Physics,2.28
966,Rella Fay,Biology,1.71
967,Soledad Fay,Chemistry,1.39
968,Josiah Fay,Physics,1.75
969,Ricki Fay,Physics,1.5
970,Claribel Fay,Physics,1.83
971,Bryon Fay,Math,4.52
972,August Fay,Computer Science,2.36
973,Dwayne Fay,Math,1.54
974,Clemon Fay,Chemistry,2.13
975,Shelva Fay,Chemistry,1.39
976,Maliyah Fay,Physics,2.31
977,Loula Fay,Computer Science,1.05
978,Marcell Fay,Physics,4.3
979,Mechelle Fay,Math,4.91
980,Alphons Fay,Chemistry,4.04
981,Ike Fay,Computer Science,4.14
982,Allie Fay,Chemistry,2.06
983,Fernanda Fay,Physics,3.93
984,Ferrell Fay,Biology,1.31
985,Marcela Fay,Biology,4.45
986,Louanna Fay,Math,1.38
987,Jalynn Fay,Math,1.89
988,Brayden Fay,Math,4.39
989,Mabelle Fay,Computer Science,4.09
990,Donovan Fay,Math,4.06
991,Ewell Fay,Chemistry,4.14
992,Jalen Fay,Computer Science,3.44
993,Shaquille Fay,Computer Science,4.16
994,Norwood Fay,Math,3.81
995,Cassondra Fay,Math,4.72
996,Mikhail Fay,Computer Science,1.13
997,Elie Fay,Math,1.43
998,Burton Fay,Physics,4.89
999,Dedrick Fay,Physics,2.86
1000,Maurice Fay,Chemistry,1.39
1001,Latoya Fay,Math,2.53
1002,Chantelle Fay,Math,2.25
1003,Dionte Fay,Chemistry,2.51
1004,Deidra Fay,Biology,1.16
1005,Grant Fay,Math,4.64
1006,Irena Fay,Biology,2.84
1007,Linzy Fay,Math,2.22
1008,Jalisa Fay,Math,4.77
1009,Alycia Fay,Computer Science,1.8
1010,Emily Fay,Computer Science,2.82
1011,Keshaun Fay,Physics,1.34
1012,Mikalah Fay,Chemistry,1.79
1013,Myrtice Fay,Chemistry,3.51
1014,Carlos Fay,Biology,4.7
1015,Arkie Fay,Physics,2.71
1016,Dewitt Fay,Computer Science,4.38
1017,Vincent Fay,Math,1.44
1018,Venus Fay,Physics,3.04
1019,Mohammed Fay,Physics,1.62
1020,Lenora Fay,Chemistry,1.74
1021,Shon Fay,Physics,3.86
1022,Madie Fay,Chemistry,2.16
1023,Elbert Fay,Computer Science,2.43
1024,Theron Fay,Physics,3.05
1025,Oleta Fay,Computer Science,2.5
1026,Elliott Fay,Biology,3.3
1027,Jaime Fay,Physics,4.19
1028,Xzavier Fay,Computer Science,4.27
1029,Yusuf Fay,Physics,1.85
1030,Jasmyne Fay,Biology,1.49
1031,Marybelle Fay,Physics,4.57
1032,Eleonora Fay,Physics,1.65
1033,Cristi Fay,Chemistry,2.45
1034,Mariel Fay,Computer Science,3.01
1035,Hallie Fay,Physics,3.64
1036,Dorthy Fay,Chemistry,1.45
1037,Campbell Fay,Math,3.54
1038,Jeanna Fay,Physics,1.92
1039,Leisa Fay,Biology,1.05
1040,Emile Fay,Computer Science,3.61
1041,Iza Fay,Biology,4.89
1042,Mills Fay,Biology,2.34
1043,Keisha Fay,Computer Science,4.75
1044,Roxie Fay,Computer Science,2.88
1045,Mettie Fay,Math,3.42
1046,Tessie Fay,Math,1.7
1047,Sanford Fay,Chemistry,2.34
1048,Julisa Fay,Biology,3.41
1049,Ebony Fay,Physics,2.19
1050,Al Fay,Math,1.35
1051,Hal Fay,Physics,3.61
1052,Deshawn Fay,Computer Science,4.15
1053,Jorden Fay,Math,3.95
1054,Tuan Fay,Biology,4.15
1055,Belinda Fay,Biology,3.07
1056,Luanne Fay,Math,2.4
1057,Emilee Fay,Computer Science,4.82
1058,Imelda Fay,Physics,2.58
1059,Camron Fay,Physics,1.74
1060,Schuyler Fay,Computer Science,2.72
1061,Mame Fay,Math,3.92
1062,Antwain Fay,Physics,4.78
1063,Earlene Fay,Chemistry,4.48
1064,Shelvia Fay,Computer Science,3.45
1065,Babette Fay,Chemistry,1.13
1066,Johanna Fay,Biology,4.42
1067,Opal Fay,Chemistry,2.41
1068,Stephaine Fay,Physics,1.37
1069,Raymundo Fay,Computer Science,4.97
1070,Marius Fay,Biology,4.79
1071,Domenick Fay,Physics,2.21
1072,Julian Fay,Chemistry,4.0
1073,Chuck Fay,Physics,4.22
1074,Jasmyn Fay,Biology,1.1
1075,Rubin Fay,Math,3.26
1076,Jedidiah Fay,Physics,4.84
1077,Elliana Fay,Math,3.83
1078,Blaze Fay,Physics,3.76
1079,Roxann Fay,Chemistry,4.06
1080,Davy Fay,Biology,2.03
1081,Mikala Fay,Physics,3.35
1082,Ephriam Fay,Biology,3.25
1083,Shavon Fay,Math,2.41
1084,Alfreda Fay,Biology,3.94
1085,Tricia Fay,Math,1.6
1086,Kiefer Fay,Chemistry,3.74
1087,Rayfield Fay,Computer Science,1.59
1088,Waneta Fay,Chemistry,1.45
1089,Hortense Fay,Biology,2.39
1090,Sidney Fay,Computer Science,4.37
1091,Toni Fay,Chemistry,4.32
1092,Shayla Fay,Math,2.27
1093,Natalya Fay,Computer Science,2.33
1094,Patrica Fay,Chemistry,4.66
1095,Helyn Fay,Math,3.36
1096,Torry Fay,Biology,2.46
1097,Callum Fay,Computer Science,3.88
1098,Cortez Fay,Math,2.98
1099,Ralph Fay,Chemistry,2.71
1100,Theresa Fay,Biology,2.94
1101,Almeta Fay,Physics,2.9
1102,Aleck Fay,Math,2.44
1103,Tillman Fay,Math,4.35
1104,Hennie Fay,Chemistry,2.66
1105,Hurbert Fay,Math,2.29
1106,Charisse Fay,Computer Science,1.88
1107,Orlo Fay,Computer Science,3.5
1108,Aryana Fay,Computer Science,2.77
1109,Nina Fay,Physics,4.64
1110,Hadley Fay,Chemistry,1.37
1111,Suzan Fay,Biology,4.3
1112,Doc Fay,Biology,3.74
1113,Makai Fay,Math,3.06
1114,Diallo Fay,Chemistry,4.74
1115,Lacey Fay,Biology,1.1
1116,Paige Fay,Physics,4.1
1117,Claud Fay,Computer Science,4.98
1118,Blanchie Fay,Computer Science,1.47
1119,Coralie Fay,Chemistry,2.37
1120,Dayana Fay,Math,1.84
1121,Gregorio Fay,Computer Science,1.45
1122,Linna Fay,Math,4.34
1123,Charlize Fay,Biology,3.46
1124,Park Fay,Biology,1.25
1125,Kami Fay,Math,3.04
1126,Garfield Fay,Math,2.41
1127,Eda Fay,Chemistry,3.14
1128,Sienna Fay,Physics,2.96
1129,Nyah Fay,Biology,2.3
1130,Ardelle Fay,Computer Science,1.45
1131,Elfrieda Fay,Chemistry,3.53
1132,Viney Fay,Biology,3.72
1133,Malik Fay,Physics,3.11
1134,Georgia Fay,Biology,4.31
1135,Festus Fay,Biology,3.03
1136,Sharon Fay,Physics,4.19
1137,Delia Fay,Biology,4.91
1138,Dorathea Fay,Biology,3.94
1139,Linus Fay,Computer Science,1.84
1140,Clark Fay,Chemistry,4.62
1141,Rebekah Fay,Computer Science,2.12
1142,Fitzhugh Fay,Computer Science,1.93
1143,Harman Fay,Physics,1.96
1144,Abb Fay,Biology,4.64
1145,Dori Fay,Chemistry,1.81
1146,Garey Fay,Math,3.72
1147,Elder Fay,Math,3.99
1148,Lindsay Fay,Physics,3.73
1149,Bernadette Fay,Physics,2.95
1150,Isaias Fay,Computer Science,4.83
1151,Rosie Fay,Chemistry,3.07
1152,Shawn Fay,Math,1.77
1153,Thornton Fay,Chemistry,2.53
1154,Gustav Fay,Computer Science,1.19
1155,York Fay,Physics,2.04
1156,Krystina Fay,Biology,4.47
1157,Larkin Fay,Computer Science,3.15
1158,Rolando Fay,Chemistry,4.61
1159,Odus Fay,Math,4.56
1160,Jerrilyn Fay,Math,3.48
1161,Odette Fay,Computer Science,4.21
1162,Kiya Fay,Physics,4.38
1163,Godfrey Fay,Computer Science,2.24
1164,Cleo Fay,Math,2.97
1165,Dasia Fay,Computer Science,2.38
1166,Shemar Fay,Biology,1.76
1167,Jaquelin Fay,Math,2.3
1168,Emerson Fay,Biology,2.65
1169,Mariana Fay,Biology,1.58
1170,Zachariah Fay,Chemistry,4.2
1171,Kadijah Fay,Computer Science,3.16
1172,Tennessee Fay,Physics,3.48
1173,Angelina Fay,Computer Science,3.31
1174,Lucia Fay,Chemistry,1.92
1175,Leatrice Fay,Computer Science,4.73
1176,Kyra Fay,Biology,3.49
1177,Carmelita Fay,Physics,2.99
1178,Ariel Fay,Math,4.16
1179,Sing Fay,Physics,4.72
1180,Nell Fay,Computer Science,3.2
1181,Chester Fay,Chemistry,4.97
1182,Nathaly Fay,Biology,2.33
1183,Shae Fay,Math,2.26
1184,Hansel Fay,Biology,1.29
1185,Jaydan Fay,Biology,4.0
1186,Barnett Fay,Biology,1.82
1187,Dequan Fay,Math,2.83
1188,Dena Fay,Biology,4.3
1189,Selina Fay,Chemistry,2.77
1190,Rachelle Fay,Math,1.94
1191,Smith Fay,Physics,1.76
1192,Beth Fay,Physics,4.4
1193,Laureen Fay,Biology,4.76
1194,Riley Fay,Physics,4.25
1195,Judd Fay,Biology,2.58
1196,Azalee Fay,Computer Science,2.96
1197,Ottilie Fay,Computer Science,4.59
1198,Duke Fay,Computer Science,2.56
1199,Rosann Fay,Computer Science,2.74
1200,Jacqulyn Fay,Chemistry,3.78
1201,Jaiden Fay,Math,3.27
1202,Jairo Fay,Math,3.63
1203,Allyssa Fay,Biology,1.15
1204,Erna Fay,Biology,1.41
1205,Marcie Fay,Computer Science,3.36
1206,Nataly Fay,Math,4.54
1207,Dayton Fay,Physics,2.07
1208,Steven Fay,Biology,4.12
1209,Scot Fay,Computer Science,1.45
1210,Silvia Fay,Math,4.86
1211,Dannielle Fay,Biology,4.1
1212,Volney Fay,Computer Science,3.27
1213,Patricia Fay,Math,1.24
1214,Margeret Fay,Math,3.63
1215,Dorine Fay,Chemistry,4.74
1216,Elberta Fay,Math,3.48
1217,Charlton Fay,Math,1.64
1218,Helena Fay,Physics,2.06
1219,Andres Fay,Chemistry,2.53
1220,Dianne Fay,Physics,1.62
1221,Windy Fay,Computer Science,1.86
1222,Donita Fay,Math,1.65
1223,Bertha Fay,Computer Science,1.96
1224,Grafton Fay,Biology,1.37
1225,Burney Fay,Chemistry,2.99
1226,Geralyn Fay,Math,3.02
1227,Wally Fay,Physics,4.28
1228,Clovis Fay,Biology,2.53
1229,Dafne Fay,Chemistry,4.84
1230,Burnett Fay,Math,4.89
1231,Halle Fay,Biology,2.84
1232,Pansy Fay,Physics,4.45
1233,Nico Fay,Physics,4.51
1234,Robb Fay,Biology,2.95
1235,Kyson Fay,Physics,4.5
1236,Lonnie Fay,Biology,4.94
1237,Itzel Fay,Computer Science,3.74
1238,Loren Fay,Math,3.38
1239,Patrick Fay,Math,3.94
1240,Carleen Fay,Physics,3.55
1241,Idamae Fay,Biology,3.73
1242,Johnna Fay,Chemistry,4.71
1243,Telly Fay,Chemistry,2.77
1244,Payten Fay,Computer Science,2.18
1245,Lawrence Fay,Computer Science,3.41
1246,Alaya Fay,Biology,2.2
1247,Chloie Fay,Computer Science,3.45
1248,Lucille Fay,Biology,2.11
1249,Mercedes Fay,Physics,2.0
1250,Eleonore Fay,Math,4.77
1251,Verlon Fay,Computer Science,2.46
1252,Marely Fay,Biology,2.27
1253,Marissa Fay,Chemistry,3.18
1254,Auguste Fay,Physics,1.81
1255,Geno Fay,Math,2.13
1256,Socorro Fay,Physics,2.36
1257,Doloris Fay,Physics,1.23
1258,Sula Fay,Biology,2.0
1259,Sanai Fay,Computer Science,2.49
1260,Zaida Fay,Computer Science,3.49
1261,Hector Fay,Biology,1.97
1262,Florian Fay,Chemistry,2.32
1263,Belton Fay,Physics,4.4
1264,Beatriz Fay,Computer Science,2.43
1265,Lizbeth Fay,Physics,1.84
1266,Martin Fay,Biology,1.91
1267,Marilyn Fay,Biology,1.88
1268,Kristian Fay,Biology,2.63
1269,Ema Fay,Physics,3.12
1270,Rayne Fay,Chemistry,1.59
1271,Clement Fay,Computer Science,2.66
1272,Rahn Fay,Computer Science,2.98
1273,Ottilia Fay,Physics,2.31
1274,Andrew Fay,Math,2.1
1275,Abraham Fay,Physics,2.26
1276,Vashti Fay,Biology,2.12
1277,Reid Fay,Math,2.23
1278,Rayburn Fay,Biology,4.66
1279,Lonzo Fay,Physics,2.93
1280,Jabez Fay,Chemistry,3.63
1281,Michele Fay,Chemistry,2.66
1282,Roena Fay,Biology,1.08
1283,Mandy Fay,Math,3.91
1284,Coraima Fay,Chemistry,4.78
1285,Donal Fay,Chemistry,1.75
1286,Narcissus Fay,Biology,1.88
1287,Lavina Fay,Math,1.15
1288,Theadore Fay,Chemistry,1.33
1289,Minnie Fay,Chemistry,1.79
1290,Brooklyn Fay,Biology,1.64
1291,Charity Fay,Physics,2.52
1292,Kassidy Fay,Computer Science,3.17
1293,Robbie Fay,Math,4.23
1294,Harriette Fay,Chemistry,1.23
1295,Antoinette Fay,Physics,3.83
1296,Dorthea Fay,Chemistry,3.28
1297,Kaylie Fay,Physics,1.12
1298,Braden Fay,Math,4.88
1299,Erling Fay,Biology,4.91
1300,Antionette Fay,Biology,3.88
1301,Buel Fay,Chemistry,1.59
1302,Ulysses Fay,Biology,3.92
1303,Camren Fay,Chemistry,4.41
1304,Mellisa Fay,Math,4.38
1305,Colter Fay,Computer Science,2.35
1306,Miracle Fay,Computer Science,2.84
1307,Maebelle Fay,Chemistry,1.53
1308,Shianne Fay,Biology,1.73
1309,Nicki Fay,Math,1.6
1310,Guido Fay,Biology,3.13
1311,Moses Fay,Computer Science,3.99
1312,Roberto Fay,Biology,3.8
1313,Antonetta Fay,Computer Science,4.97
1314,Hermina Fay,Chemistry,3.61
1315,Tomasa Fay,Computer Science,4.65
1316,Harry Fay,Physics,1.07
1317,Arletta Fay,Computer Science,2.1
1318,Worley Fay,Chemistry,4.66
1319,Bama Fay,Biology,2.25
1320,Marilla Fay,Computer Science,4.53
1321,Tyrik Fay,Biology,2.09
1322,Ole Fay,Biology,3.27
1323,Boston Fay,Physics,4.06
1324,Mittie Fay,Math,1.78
1325,Tressa Fay,Computer Science,3.05
1326,Arra Fay,Biology,1.96
1327,Tia Fay,Computer Science,4.81
1328,Hellen Fay,Biology,2.93
1329,Stephani Fay,Biology,2.04
1330,Ruby Fay,Computer Science,4.74
1331,Janiya Fay,Math,3.68
1332,Ibrahim Fay,Chemistry,3.52
1333,Regan Fay,Physics,1.44
1334,Mira Fay,Chemistry,3.17
1335,Della Fay,Math,2.48
1336,Jerel Fay,Physics,4.65
1337,Tishie Fay,Biology,3.84
1338,Laken Fay,Biology,2.9
1339,Damarcus Fay,Biology,3.55
1340,Jarrell Fay,Math,1.34
1341,Lott Fay,Chemistry,1.19
1342,Sheila Fay,Computer Science,2.86
1343,Mekhi Fay,Biology,1.92
1344,Kegan Fay,Computer Science,2.48
1345,Ely Fay,Physics,1.56
1346,Gilmore Fay,Biology,4.93
1347,Lou Fay,Biology,2.82
1348,Inga Fay,Biology,3.02
1349,Bluford Fay,Biology,4.72
1350,Vergie Fay,Biology,1.73
1351,Georgeanna Fay,Computer Science,3.25
1352,Adella Fay,Physics,2.38
1353,Tyreke Fay,Math,3.88
1354,Hampton Fay,Biology,2.54
1355,Randell Fay,Math,2.67
1356,Amanda Fay,Computer Science,1.86
1357,Anton Fay,Physics,4.25
1358,Margaret Fay,Physics,1.88
1359,Margarito Fay,Biology,4.56
1360,Altha Fay,Chemistry,2.62
1361,Millie Fay,Biology,4.22
1362,Zada Fay,Computer Science,1.34
1363,Noemie Fay,Computer Science,1.8
1364,Melodie Fay,Chemistry,4.82
1365,Cole Fay,Biology,3.53
1366,Irvin Fay,Chemistry,1.9
1367,Maura Fay,Biology,3.58
1368,Tarsha Fay,Computer Science,2.57
1369,Ura Fay,Math,2.88
1370,Robert Fay,Math,2.53
1371,Marget Fay,Chemistry,2.55
1372,Stella Fay,Computer Science,4.85
1373,Karrie Fay,Biology,2.18
1374,Arch Fay,Math,3.23
1375,Mae Fay,Math,1.49
1376,Kris Fay,Math,1.06
1377,Racquel Fay,Chemistry,1.69
1378,Damon Fay,Math,4.59
1379,Jorge Fay,Biology,1.02
1380,Araceli Fay,Chemistry,3.68
1381,Murray Fay,Computer Science,3.44
1382,Hughey Fay,Computer Science,3.22
1383,Dorman Fay,Biology,3.15
1384,Plummer Fay,Physics,1.18
1385,Sharman Fay,Biology,3.54
1386,Wilbert Fay,Physics,1.41
1387,Deliah Fay,Physics,3.58
1388,Anjali Fay,Physics,3.69
1389,Drusilla Fay,Biology,3.94
1390,Mary Fay,Physics,2.55
1391,Gigi Fay,Chemistry,4.28
1392,Lola Fay,Physics,2.73
1393,Jade Fay,Chemistry,3.86
1394,Carmen Fay,Biology,2.7
1395,Ruthe Fay,Computer Science,3.7
1396,Alphonse Fay,Computer Science,4.94
1397,Daulton Fay,Math,4.53
1398,Lemon Fay,Math,1.63
1399,Ina Fay,Computer Science,1.15
1400,Lucile Fay,Physics,2.88
1401,Conley Fay,Math,1.27
1402,Virgia Fay,Chemistry,1.36
1403,Aileen Fay,Chemistry,1.3
1404,Judith Fay,Physics,1.81
1405,Sheryll Fay,Biology,1.11
1406,Khari Fay,Chemistry,1.8
1407,Dayle Fay,Biology,3.28
1408,Madilyn Fay,Physics,3.66
1409,Eura Fay,Physics,1.17
1410,Janey Fay,Physics,4.43
1411,Janna Fay,Chemistry,1.39
1412,Kamren Fay,Computer Science,4.66
1413,Vic Fay,Computer Science,4.22
1414,Vernal Fay,Biology,3.95
1415,Bush Fay,Math,1.34
1416,Sonia Fay,Math,4.53
